qa_flags,state,county,agency,agency_facility_count,facility_name,facility_county,facility_source_county,facility_source_county_fips,facility_source_type,source,match_type,match_score,agreement_needs_review,facility_address,facility_city
unexpected_source_type_for_county,Kentucky,Oldham County,Oldham County Detention Center,3,OLDHAM COUNTY JAIL,Oldham,Oldham,21185,LOCAL POLICE DEPARTMENT,hifld,exact_county_pattern_all_facilities,1,TRUE,102 WEST MAIN STREET,LAGRANGE
fuzzy_match; county_mismatch,Louisiana,Bossier Parish,Bossier Parish Sheriff's Office,1,BOSSIER PARISH JAIL,Bossier,Bossier,22015,COUNTY,hifld_prisons,fuzzy_state_facility,1,TRUE,204 BURT BLVD,BENTON
fuzzy_match; county_mismatch,Louisiana,Calacasieu Parish,Calcasieu Parish Sheriff's Office,1,CALCASIEU PARISH SHERIFFS DEPARTMENT,Calcasieu,Calcasieu,22019,SHERIFF'S OFFICE,hifld,fuzzy_state_facility,0.9075514874141876,TRUE,5400 EAST BROAD STREET,LAKE CHARLES
fuzzy_match; county_mismatch,Louisiana,Calcasieu Parish,Calcasieu Parish Sheriff's Office,1,CALCASIEU PARISH SHERIFFS DEPARTMENT,Calcasieu,Calcasieu,22019,SHERIFF'S OFFICE,hifld,fuzzy_state_facility,0.9075514874141876,TRUE,5400 EAST BROAD STREET,LAKE CHARLES
fuzzy_match; county_mismatch,Louisiana,Chalmette Parish,St. Bernard Parish Sheriff's Office,1,ST. BERNARD PARISH PRISON,St. Bernard,St. Bernard,22087,COUNTY,hifld_prisons,fuzzy_state_facility,0.931060606060606,TRUE,1900 PARIS RD,CHALMETTE
fuzzy_match; county_mismatch,Louisiana,German Coast County,St. Charles Parish Sheriff's Office,1,St. Charles Parish Jail,St. Charles,NA,NA,NA,facilities,fuzzy_state_facility,1,TRUE,5061 La Highway 3127,Killona
fuzzy_match; county_mismatch,Louisiana,Grant Parish,Grant Parish Sheriff's Office,1,Grant Parish Jail,NA,NA,NA,JAILS,jails_prisons,fuzzy_state_facility,1,TRUE,485 Richardson Drive,Colfax
fuzzy_match; county_mismatch,Louisiana,Lafayette Parish,Lafayette Parish Sheriff's Office,1,LAFAYETTE PARISH SHERIFFS DEPARTMENT,Lafayette,Lafayette,22055,SHERIFF'S OFFICE,hifld,fuzzy_state_facility,0.9075514874141876,TRUE,316 WEST MAIN STREET,LAFAYETTE
fuzzy_match; county_mismatch,Louisiana,Lafourche Parish,Lafourche Parish Sheriff's Office,1,LAFOURCHE PARISH SHERIFFS DEPARTMENT,Lafourche,Lafourche,22057,SHERIFF'S OFFICE,hifld,fuzzy_state_facility,0.9075514874141876,TRUE,200 CANAL BOULEVARD,THIBODAUX
fuzzy_match; county_mismatch,Louisiana,Ouachita Parish,Ouachita Parish Sheriff's Office,1,OUACHITA PARISH SHERIFFS OFFICE,Ouachita,Ouachita,22073,SHERIFF'S OFFICE,hifld,fuzzy_state_facility,0.903030303030303,TRUE,"400 SAINT JOHN STREET, SUITE 301",MONROE
fuzzy_match; county_mismatch,Louisiana,Plaquemines Parish,Plaquemines Parish Sheriff's Office,1,PLAQUEMINES PARISH SHERIFFS OFFICE,Plaquemines,Plaquemines,22075,SHERIFF'S OFFICE,hifld,fuzzy_state_facility,0.9154285714285714,TRUE,301 MAIN STREET,BELLE CHASSE
fuzzy_match; county_mismatch,Louisiana,Pointe Coupee Parish,Pointe Coupee Parish Sheriff's Office,1,POINTE COUPEE PARISH SHERIFFS OFFICE,Pointe Coupee,Pointe Coupee,22077,SHERIFF'S OFFICE,hifld,fuzzy_state_facility,0.9188811188811188,TRUE,215 EAST MAIN STREET,NEW ROADS
fuzzy_match; county_mismatch,Michigan,Berrian County,Berrian County Sheriff's Office,1,BERRIEN COUNTY JAIL,Berrien,Berrien,26021,COUNTY,hifld_prisons,fuzzy_state_facility,0.9336363636363636,TRUE,919 PORT ST,ST. JOSEPH
unexpected_source_type_for_county,Michigan,Jackson County,Jackson County Sheriff's Office,4,JACKSON COUNTY JAIL - CHANTER ROAD CORRECTIONAL FACILITY,Jackson,Jackson,26075,LOCAL POLICE DEPARTMENT,hifld,exact_county_pattern_all_facilities,1,FALSE,1995 CHANTER ROAD,JACKSON
unexpected_source_type_for_county,North Carolina,Craven County,Craven County Sheriff's Office,3,CRAVEN COUNTY DETENTION CENTER WORK RELEASE,Craven,Craven,37049,LOCAL POLICE DEPARTMENT,hifld,exact_county_pattern_all_facilities,1,FALSE,600 ALLIGATOR ROAD,VANCEBORO
fuzzy_match,Oklahoma,Okmulgee County,Okmulgee County Criminal Justice Authority,1,OKMULGEE SHERIFFS OFFICE / OKMULGEE CRIMINAL JUSTICE AUTHORITY,Okmulgee,Okmulgee,40111,SHERIFF'S OFFICE,hifld,fuzzy_county_facility,0.8770833333333332,TRUE,315 WEST 8TH STREET,OKMULGEE
fuzzy_match,Pennsylvania,Franklin County,County of Franklin / Franklin County Jail,1,Franklin County Jail,Franklin,NA,NA,NA,facilities,fuzzy_county_facility,0.895,TRUE,1804 Opportunity Avenue,Chambersburg
unexpected_source_type_for_county,Tennessee,Cocke County,Cocke County Sheriff's Office,3,COCKE COUNTY JAIL / DETENTION CENTER,Cocke,Cocke,47029,LOCAL POLICE DEPARTMENT,hifld,exact_county_pattern_all_facilities,1,FALSE,358 EAST MAIN STREET,NEWPORT
unexpected_source_type_for_county,Tennessee,Dickson County,Dickson County Sheriff's Office,2,DICKSON COUNTY JAIL,Dickson,Dickson,47043,LOCAL POLICE DEPARTMENT,hifld,exact_county_pattern_all_facilities,1,FALSE,146 DOYLES HILL DRIVE,CHARLOTTE
fuzzy_match; county_mismatch; unexpected_source_type_for_county,Tennessee,Louden County,Louden County Sheriff's Office,1,CITY OF LOUDON POLICE DEPARTMENT,Loudon,Loudon,47105,LOCAL POLICE DEPARTMENT,hifld,fuzzy_state_facility,0.8666666666666667,TRUE,100 CEDAR STREET,LOUDON
unexpected_source_type_for_county,Tennessee,Morgan County,Morgan County Sheriff's Office,3,MORGAN COUNTY CORRECTIONAL COMPLEX,Morgan,Morgan,47129,STATE,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,541 WAYNE COTTON MORGAN DR,WARTBURG
unexpected_source_type_for_county,Texas,Calhoun County,Calhoun County Sheriff's Office,3,CALHOUN COUNTY JAIL,Calhoun,Calhoun,48057,LOCAL POLICE DEPARTMENT,hifld,exact_county_pattern_all_facilities,1,TRUE,302 WEST LIVE OAK STREET,PORT LAVACA
unexpected_source_type_for_county,Texas,Calhoun County,Calhoun County Sheriff’s Office,3,CALHOUN COUNTY JAIL,Calhoun,Calhoun,48057,LOCAL POLICE DEPARTMENT,hifld,exact_county_pattern_all_facilities,1,FALSE,302 WEST LIVE OAK STREET,PORT LAVACA
unexpected_source_type_for_county,Texas,Matagorda County,Matagorda County Sheriff's Office,2,MATAGORDA COUNTY JAIL,Matagorda,Matagorda,48321,LOCAL POLICE DEPARTMENT,hifld,exact_county_pattern_all_facilities,1,FALSE,2323 AVENUE E,BAY CITY
unexpected_source_type_for_county,Texas,Potter County,Potter County Sheriff's Office,3,POTTER COUNTY DETENTION CENTER,Potter,Potter,48375,LOCAL POLICE DEPARTMENT,hifld,exact_county_pattern_all_facilities,1,FALSE,13100 NORTHEAST 29TH AVENUE,AMARILLO
unexpected_source_type_for_county,Texas,Smith County,Smith County Sheriff’s Office,3,SMITH COUNTY JAIL - LOW RISK DIVISION,Smith,Smith,48423,LOCAL POLICE DEPARTMENT,hifld,exact_county_pattern_all_facilities,1,TRUE,2811 PUBLIC ROAD,TYLER
unexpected_source_type_for_county,Texas,Walker County,Walker County Sheriff's Office,2,WALKER COUNTY JAIL,Walker,Walker,48471,LOCAL POLICE DEPARTMENT,hifld,exact_county_pattern_all_facilities,1,FALSE,751 FARM TO MARKET 2821 ROAD WEST,HUNTSVILLE
unexpected_source_type_for_county,Texas,Walker County,Walker County Sheriff’s Department,2,WALKER COUNTY JAIL,Walker,Walker,48471,LOCAL POLICE DEPARTMENT,hifld,exact_county_pattern_all_facilities,1,FALSE,751 FARM TO MARKET 2821 ROAD WEST,HUNTSVILLE
unexpected_source_type_for_county,Texas,Webb County,Webb County Sheriff's Office,3,WEBB COUNTY DETENTION CENTER,Webb,Webb,48479,FEDERAL,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,9998 S HWY 83,LAREDO
fuzzy_match; county_mismatch,Texas,Zavala Couny,Zavala County Sheriff's Office,1,ZAVALA COUNTY JAIL,Zavala,Zavala,48507,COUNTY,hifld_prisons,fuzzy_state_facility,1,TRUE,200 E UVALDE ST,CRYSTAL CITY
fuzzy_match; county_mismatch,Virginia,Alleghany County,Alleghany County Sheriff's Office,1,Alleghany County Jail,Covington,NA,NA,NA,facilities,fuzzy_state_facility,1,TRUE,268 West Main Street,Covington
unexpected_source_type_for_county,Virginia,Loudoun County,Loudoun County Sheriff's Office,2,LOUDOUN COUNTY ADULT DETENTION CENTER,Loudoun,Loudoun,51107,LOCAL POLICE DEPARTMENT,hifld,exact_county_pattern_all_facilities,1,FALSE,42035 LOUDOUN CENTER PLACE,LEESBURG
unexpected_source_type_for_county,Virginia,Pittsylvania County,Pittsylvania County Sheriff's Office,2,PITTSYLVANIA COUNTY JAIL,Pittsylvania,Pittsylvania,51143,LOCAL POLICE DEPARTMENT,hifld,exact_county_pattern_all_facilities,1,TRUE,1 BANK STREET,CHATHAM
county_mismatch,Virginia,NA,Southwest Virginia Regional Jail Authority,1,Southwestern Regional Jail,NA,NA,NA,NA,manual,manual,1,TRUE,NA,NA
,Alabama,Autauga County,Autauga County Sheriff's Office,1,AUTAUGA COUNTY SHERIFFS DEPARTMENT,Autauga,Autauga,01001,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,162 WEST 4TH STREET,PRATTVILLE
,Alabama,Cherokee County,Cherokee County Sheriff's Office,2,CHEROKEE COUNTY DETENTION CENTER,Cherokee,Cherokee,01019,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,TRUE,110 CEDAR BLUFF RD,CENTRE
,Alabama,Cherokee County,Cherokee County Sheriff's Office,2,CHEROKEE COUNTY SHERIFFS DEPARTMENT,Cherokee,Cherokee,01019,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,110 CEDAR BLUFF ROAD,CENTRE
,Alabama,Colbert County,Colbert County Sheriff's Office,2,COLBERT COUNTY JAIL,Colbert,Colbert,01033,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,TRUE,107 W 4TH ST,TUSCUMBIA
,Alabama,Colbert County,Colbert County Sheriff's Office,2,COLBERT COUNTY SHERIFFS DEPARTMENT,Colbert,Colbert,01033,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,201 NORTH MAIN STREET,TUSCUMBIA
,Alabama,Crenshaw County,Crenshaw County Sheriff's Office,1,CRENSHAW COUNTY SHERIFFS DEPARTMENT,Crenshaw,Crenshaw,01041,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,"29 SOUTH GLENWOOD AVENUE, CRENSHAW COUNTY COURTHOUSE",LUVERNE
,Alabama,Elmore County,Elmore County Sheriff's Office,2,ELMORE COUNTY JAIL,Elmore,Elmore,01051,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,8955 US HWY 231,WETUMPKA
,Alabama,Elmore County,Elmore County Sheriff's Office,2,ELMORE COUNTY SHERIFFS DEPARTMENT / ELMORE COUNTY JAIL,Elmore,Elmore,01051,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,8955 UNITED STATES HIGHWAY 231,WETUMPKA
,Alabama,Etowah County,Etowah County Sheriff's Office,3,ETOWAH COUNTY DETENTION CENTER,Etowah,Etowah,01055,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,TRUE,827 FORREST AVE,GADSDEN
,Alabama,Etowah County,Etowah County Sheriff's Office,3,ETOWAH COUNTY SHERIFFS DEPARTMENT AND DETENTION CENTER,Etowah,Etowah,01055,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,827 FORREST AVENUE,GADSDEN
,Alabama,Etowah County,Etowah County Sheriff's Office,3,Etowah County Jail (AL),Etowah,NA,NA,NA,facilities,exact_county_pattern_all_facilities,1,TRUE,827 Forrest Avenue,Gadsden
,Alabama,Franklin County,Franklin County Sheriff's Office,2,FRANKLIN COUNTY SHERIFFS DEPARTMENT,Franklin,Franklin,01059,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,748 WALNUT GATE ROAD,RUSSELLVILLE
,Alabama,Henry County,Henry County Sheriff's Office,2,HENRY COUNTY JAIL,Henry,Henry,01067,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,TRUE,106 E WILLIAMS ST,ABBEVILLE
,Alabama,Henry County,Henry County Sheriff's Office,2,HENRY COUNTY SHERIFFS DEPARTMENT,Henry,Henry,01067,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,"101 KIRKLAND STREET, 101 COURT SQUARE SUITE G",ABBEVILLE
,Alabama,Lauderdale County,Lauderdale County Sheriff's Office,2,LAUDERDALE COUNTY DETENTION CENTER,Lauderdale,Lauderdale,01077,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,TRUE,653 SOUTH SEMINARY STREET,FLORENCE
,Alabama,Lauderdale County,Lauderdale County Sheriff's Office,2,LAUDERDALE COUNTY SHERIFFS OFFICE,Lauderdale,Lauderdale,01077,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,200 SOUTH COURT STREET,FLORENCE
,Alabama,Lawrence County,Lawrence County Sheriff's Office,2,LAWRENCE COUNTY JAIL,Lawrence,Lawrence,01079,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,TRUE,242 PARKER ROAD,MOULTON
,Alabama,Lawrence County,Lawrence County Sheriff's Office,2,LAWRENCE COUNTY SHERIFFS DEPARTMENT / LAWRENCE COUNTY JAIL,Lawrence,Lawrence,01079,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,242 PARKER ROAD,MOULTON
,Alabama,Limestone County,Limestone County Sheriff's Office,2,LIMESTONE COUNTY JAIL,Limestone,Limestone,01083,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,TRUE,101 W ELM ST,ATHENS
,Alabama,Limestone County,Limestone County Sheriff's Office,2,LIMESTONE COUNTY SHERIFFS DEPARTMENT,Limestone,Limestone,01083,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,101 WEST ELM STREET,ATHENS
,Alabama,Marion County,Marion County Sheriff's Office,2,MARION COUNTY JAIL,Marion,Marion,01093,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,TRUE,280 WINCHESTER DR,HAMILTON
,Alabama,Marion County,Marion County Sheriff's Office,2,MARION COUNTY SHERIFFS DEPARTMENT / MARION COUNTY JAIL,Marion,Marion,01093,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,280 WINCHESTER DRIVE,HAMILTON
,Alabama,Marshall County,Marshall County Sheriff's Office,2,MARSHALL COUNTY JAIL,Marshall,Marshall,01095,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,423 BLOUNT AVENUE,GUNTERSVILLE
,Alabama,Marshall County,Marshall County Sheriff's Office,2,MARSHALL COUNTY SHERIFFS DEPARTMENT / MARSHALL COUNTY JAIL,Marshall,Marshall,01095,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,423 BLOUNT AVENUE,GUNTERSVILLE
,Arizona,Cochise County,Cochise County Sheriff's Office,4,COCHISE COUNTY JAIL - MAIN,Cochise,Cochise,04003,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,203 N JUDD DR,BISBEE
,Arizona,Cochise County,Cochise County Sheriff's Office,4,COCHISE COUNTY JAIL - SIERRA VISTA,Cochise,Cochise,04003,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,100 COLONIA DE SALUD,SIERRA VISTA
,Arizona,Cochise County,Cochise County Sheriff's Office,4,COCHISE COUNTY JAIL - WILLCOX,Cochise,Cochise,04003,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,450 S CURTISS AVE,WILLCOX
,Arizona,Cochise County,Cochise County Sheriff's Office,4,COCHISE COUNTY SHERIFFS OFFICE,Cochise,Cochise,04003,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,205 NORTH JUDD DRIVE,BISBEE
,Arizona,La Paz County,La Paz County Sheriff's Office,2,LA PAZ COUNTY SHERIFFS OFFICE,La Paz,La Paz,04012,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,1109 ARIZONA AVENUE,PARKER
,Arizona,La Paz County,La Paz County Sheriff's Office,2,LA Paz County Adult Detention Facility,La Paz,NA,NA,NA,facilities,exact_county_pattern_all_facilities,1,TRUE,1109 W Arizona Ave,Parker
,Arizona,Navajo County,Navajo County Sheriff's Office,2,NAVAJO COUNTY JAIL,Navajo,Navajo,04017,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,100 E CODE TALKERS DRIVE,HOLBROOK
,Arizona,Navajo County,Navajo County Sheriff's Office,2,NAVAJO COUNTY SHERIFFS OFFICE,Navajo,Navajo,04017,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,137 WEST ARIZONA STREET,HOLBROOK
,Arizona,Pinal County,Pinal County Sheriff's Office,7,PINAL COUNTY ADULT DETENTION CENTER,Pinal,Pinal,04021,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,971 JASON LOPEZ CIRCLE,FLORENCE
,Arizona,Pinal County,Pinal County Sheriff's Office,7,PINAL COUNTY SHERIFFS OFFICE - ARIZONA CITY SUBSTATION,Pinal,Pinal,04021,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,1370 SOUTH SUNLAND GIN ROAD,ARIZONA CITY
,Arizona,Pinal County,Pinal County Sheriff's Office,7,PINAL COUNTY SHERIFFS OFFICE - ORACLE SUBSTATION,Pinal,Pinal,04021,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,1470 NORTH JUSTICE DRIVE,ORACLE
,Arizona,Pinal County,Pinal County Sheriff's Office,7,PINAL COUNTY SHERIFFS OFFICE - QUEEN CREEK SUBSTATION,Pinal,Pinal,04021,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,"968 EAST HUNT HIGHWAY, SUITE 1",QUEEN CREEK
,Arizona,Pinal County,Pinal County Sheriff's Office,7,PINAL COUNTY SHERIFFS OFFICE - SADDLEBROOKE SUBSTATION,Pinal,Pinal,04021,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,63701 EAST SADDLEBROOKE BOULEVARD,SADDLEBROOKE
,Arizona,Pinal County,Pinal County Sheriff's Office,7,PINAL COUNTY SHERIFFS OFFICE / PINAL COUNTY ADULT DETENTION CENTER,Pinal,Pinal,04021,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,"971 JASON LOPEZ CIRCLE, BUILDING C",FLORENCE
,Arizona,Pinal County,Pinal County Sheriff's Office,7,Pinal County Jail,Pinal,NA,NA,NA,facilities,exact_county_pattern_all_facilities,1,FALSE,971 N. Jason Lopez Circle,Florence
,Arizona,Yavapai County,Yavapai County Sheriff's Office,4,YAVAPAI COUNTY DETENTION CENTER - CAMP VERDE,Yavapai,Yavapai,04025,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,2830 N COMMONWEALTH DRIVE,CAMP VERDE
,Arizona,Yavapai County,Yavapai County Sheriff's Office,4,YAVAPAI COUNTY DETENTION CENTER - PRESCOTT,Yavapai,Yavapai,04025,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,1200 PRESCOTT LAKES PKWY,PRESCOTT
,Arizona,Yavapai County,Yavapai County Sheriff's Office,4,YAVAPAI COUNTY DETENTION CENTER - PRESCOTT (OLD),Yavapai,Yavapai,04025,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,255 E GURLEY ST,PRESCOTT
,Arizona,Yavapai County,Yavapai County Sheriff's Office,4,YAVAPAI COUNTY SHERIFFS OFFICE - HEADQUARTERS,Yavapai,Yavapai,04025,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,255 EAST GURLEY STREET,PRESCOTT
,Arizona,Yuma County,Yuma County Sheriff's Office,2,YUMA COUNTY DETENTION CENTER,Yuma,Yuma,04027,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,200 W COURT ST,YUMA
,Arizona,Yuma County,Yuma County Sheriff's Office,2,YUMA COUNTY SHERIFFS OFFICE / YUMA COUNTY DETENTION CENTER,Yuma,Yuma,04027,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,141 SOUTH 3RD AVENUE,YUMA
,Arkansas,Baxter County,Baxter County Sheriff's Office,2,BAXTER COUNTY JAIL / SHERIFF,Baxter,Baxter,05005,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,TRUE,904 HWY 62 W,MOUNTAIN HOME
,Arkansas,Baxter County,Baxter County Sheriff's Office,2,BAXTER COUNTY SHERIFFS OFFICE,Baxter,Baxter,05005,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,904 UNITED STATES HIGHWAY 62 BUISNESS ROUTE SOUTHWEST,MOUNTAIN HOME
,Arkansas,Benton County,Benton County Sheriff's Office,3,BENTON COUNTY JAIL,Benton,Benton,05007,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,TRUE,1300 SOUTHWEST 14TH STREET,BENTONVILLE
,Arkansas,Benton County,Benton County Sheriff's Office,3,BENTON COUNTY SHERIFFS OFFICE,Benton,Benton,05007,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,1301 SOUTHWEST 14TH STREET,BENTONVILLE
,Arkansas,Benton County,Benton County Sheriff's Office,3,BENTON COUNTY SHERIFFS OFFICE - BELLA VISTA DIVISION,Benton,Benton,05007,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,1300 SW 14TH ST,BELLA VISTA
,Arkansas,Boone County,Boone County Sheriff's Office,2,BOONE COUNTY JAIL,Boone,Boone,05009,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,TRUE,5800 LAW DRIVE,HARRISON
,Arkansas,Boone County,Boone County Sheriff's Office,2,BOONE COUNTY SHERIFFS OFFICE,Boone,Boone,05009,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,400 EAST PROSPECT STREET,HARRISON
,Arkansas,Calhoun County,Calhoun County Sheriff's Office,2,CALHOUN COUNTY JAIL,Calhoun,Calhoun,05013,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,TRUE,449 9TH STREET,HAMPTON
,Arkansas,Calhoun County,Calhoun County Sheriff's Office,2,CALHOUN COUNTY SHERIFFS OFFICE,Calhoun,Calhoun,05013,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,449 9TH STREET,HAMPTON
,Arkansas,Carroll County,Carroll County Sheriff's Office,1,CARROLL COUNTY SHERIFFS OFFICE,Carroll,Carroll,05015,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,205 HAILEY ROAD,BERRYVILLE
,Arkansas,Clark County,Clark County Sheriff's Office,2,CLARK COUNTY JAIL,Clark,Clark,05019,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,406 SOUTH 5TH STREET,ARKADELPHIA
,Arkansas,Clark County,Clark County Sheriff's Office,2,CLARK COUNTY SHERIFFS OFFICE,Clark,Clark,05019,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,406 SOUTH 5TH STREET,ARKADELPHIA
,Arkansas,Cleburne County,Cleburne County Sheriff's Office,2,CLEBURNE COUNTY DETENTION CENTER,Cleburne,Cleburne,05023,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,TRUE,914 SOUTH 9TH STREET,HEBER SPRINGS
,Arkansas,Cleburne County,Cleburne County Sheriff's Office,2,CLEBURNE COUNTY SHERIFFS OFFICE,Cleburne,Cleburne,05023,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,914 SOUTH 9TH STREET,HEBER SPRINGS
,Arkansas,Craighead County,Craighead County Sheriff's Office,3,CRAIGHEAD COUNTY DETENTION CENTER,Craighead,Craighead,05031,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,TRUE,901 WILLETT RD,JONESBORO
,Arkansas,Craighead County,Craighead County Sheriff's Office,3,CRAIGHEAD COUNTY SHERIFFS OFFICE,Craighead,Craighead,05031,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,901 WILLETT ROAD,JONESBORO
,Arkansas,Craighead County,Craighead County Sheriff's Office,3,CRAIGHEAD COUNTY SHERIFFS OFFICE - EAST,Craighead,Craighead,05031,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,107 COBEAN BOULEVARD,LAKE CITY
